10 NAT2 00232+2.3.1.5 0.448149231 3.766170637
10 NAT2 00633+2.3.1.5 0.448149231 3.766170637
10 NAT2 00983+2.3.1.5 0.448149231 3.766170637
100 ADA  1.976790566 2.200121759
7178 TPT1  8.034366145 8.193206852
7179 TPTE  0 0
718 C3  2.566103389 5.368140593
7180 CRISP2  0 0.074341092
7181 NR2C1  3.569255177 3.165019353
7182 NR2C2  2.566103389 3.499667708
7184 HSP90B1  6.271702319 6.17318447
7185 TRAF1  0.353511395 1.287556692
7186 TRAF2  1.851821849 1.596531393
7187 TRAF3  1.137927892 2.053011053
7188 TRAF5  2.187821843 2.372478991
7189 TRAF6  1.976790566 2.751306992
719 C3AR1  0 2.867469491
72 ACTG2  2.278690931 7.197577641
7200 TRH  0 0
7203 CCT3  5.610372545 4.726524874
7204 TRIO  2.426462782 2.818011811
7204 TRIO 04150+2.7.11.1 2.426462782 2.818011811
7204 TRIO 04151+2.7.11.1 2.426462782 2.818011811
7204 TRIO 04714+2.7.11.1 2.426462782 2.818011811
7204 TRIO 04926+2.7.11.1 2.426462782 2.818011811
7204 TRIO 05165+2.7.11.1 2.426462782 2.818011811
7205 TRIP6  2.762669218 1.596531393
7216 TRO  0 1.150849339
722 C4BPA  2.105231923 0.208251188
7220 TRPC1  2.187821843 1.991740968
7222 TRPC3  0.132214463 0.694777878
7223 TRPC4  0 0.933534465
7224 TRPC5  0 0
7225 TRPC6  0 1.150849339
7226 TRPM2  0.132214463 1.768486059
7227 TRPS1  0 2.619855294
723961 INS-IGF2  0 0
7247 TSN  4.73070701 3.419616783
7248 TSC1  3.106571872 3.058556995
7249 TSC2  2.219038051 3.017879593
725 C4BPB  3.231307364 1.150849339
7251 TSG101  3.549139804 3.624430977
7252 TSHB  0 0
7253 TSHR  0 0.074341092
7259 TSPYL1  3.682125235 4.088533715
726 CAPN5  2.896117533 4.663760073
7260 EIPR1  2.771552284 2.414751395
7262 PHLDA2  3.437471586 3.321513952
7263 TST 00920+2.8.1.1 2.814821177 4.304156354
7264 TSTA3  3.366878782 3.466485983
7264 TSTA3 00051+1.1.1.271 3.366878782 3.466485983
7264 TSTA3 00520+1.1.1.271 3.366878782 3.466485983
7265 TTC1  4.183550599 3.918289073
7266 DNAJC7  4.411820472 3.927450034
7267 TTC3  3.34219525 3.682394154
7268 TTC4  2.64942028 2.679832591
727 C5  1.782947003 2.550042351
7270 TTF1  1.656434496 1.548489651
7272 TTK  3.316886988 1.287556692
7273 TTN  0.24897202 0.431924683
7273 TTN 04150+2.7.11.1 0.24897202 0.431924683
7273 TTN 04151+2.7.11.1 0.24897202 0.431924683
7273 TTN 04714+2.7.11.1 0.24897202 0.431924683
7273 TTN 04926+2.7.11.1 0.24897202 0.431924683
7273 TTN 05165+2.7.11.1 0.24897202 0.431924683
7274 TTPA  0.881090702 0.269031705
7275 TUB  0 1.349486137
7276 TTR  5.390853226 2.165322842
7277 TUBA4A  3.202988809 4.474420677
727800 RNF208  0.132214463 0.074341092
727897 MUC5B  0 0
727910 TLCD2  1.042955075 2.631031235
727936 GXYLT2  1.342097258 1.198525417
728 C5AR1  0 1.832236244
7280 TUBB2A  4.116721675 4.058326195
728215 FAM155A  0 0.208251188
728224 KRTAP4-8  0 0
728294 D2HGDH  1.936844754 2.407828926
7283 TUBG1  4.528254479 3.215830754
728392 NLRP1  0 2.165322842
7284 TUFM  5.626790963 4.939368139
728464 METTL24  0 1.462905526
728489 DNLZ  2.122304618 1.714387903
728537 C2orf92  0 0
728568 C12orf73  3.231307364 2.208635513
7286 TUFT1  3.208717039 2.726362781
728621 CCDC30  0.881090702 0
7287 TULP1  0 0
7288 TULP2  0 0
728819 C1GALT1C1L  0.24897202 0.380519845
7289 TULP3  2.992793538 2.012584238
728927 ZNF736  1.895236641 2.597121579
729 C6  0 1.287556692
7290 HIRA  2.888278935 2.863073062
729059 TEX46  0 0
729085 FAM198A  0 0.571963007
7291 TWIST1  0 0.074341092
7292 TNFSF4  0 0.326328672
729230 CCR2  0 1.91516546
7293 TNFRSF4  0 0.61459938
729359 PLIN4  0 0
7294 TXK  0.132214463 1.819807194
7294 TXK 04660+2.7.10.2 0.132214463 1.819807194
729438 CASTOR2  0.534599975 0.380519845
729440 CCDC61  1.511566348 1.937649002
729475 RAD51AP2  0 0
7295 TXN  6.558110275 5.748221965
729515 TMEM242  3.047951606 2.695584446
7296 TXNRD1  0.938006738 0.480815757
7296 TXNRD1 00450+1.8.1.9 0.938006738 0.480815757
729665 CCDC175  0 0.074341092
7297 TYK2  2.375218443 2.789967047
7297 TYK2 04660+2.7.10.2 2.375218443 2.789967047
729747 ZNF878  0.534599975 0.208251188
729767 CEACAM18  0.448149231 3.206498199
7298 TYMS 00240+2.1.1.45 4.187850992 2.02284519
7298 TYMS 00670+2.1.1.45 4.187850992 2.02284519
729830 FAM160A1  2.463243134 2.849766601
729852 UMAD1  2.823254745 3.46407319
7299 TYR  0 0
729920 ISPD 00900+2.7.7.60 1.265356278 0.992448294
729956 SHISA7  0 0
729967 MORN2  2.293064263 2.217077395
729993 SHISA9  0 0.963425172
730 C7  0 3.735340809
730051 ZNF814  0.353511395 2.407828926
730087 ZNF726  0 0.431924683
730094 MOSMO  1.656434496 2.32079084
7301 TYRO3  3.067875959 1.642370539
730112 FAM166B  0 0.326328672
730130 TMEM229A  0 0.933534465
730159 TEX50  0 0
730249 ACOD1  0 0
7305 TYROBP  0 4.974117276
7306 TYRP1  0 1.728189277
7307 U2AF1  5.129469326 4.328875476
730755 KRTAP2-3  0 0
731 C8A  0 0.571963007
7311 UBA52  5.285641209 4.653518262
731220 RFX8  0.132214463 0
7314 UBB  5.803151461 5.781615198
7316 UBC  6.681335372 6.852647811
7317 UBA1  4.470114508 4.662303363
7318 UBA7  0 3.228140204
7319 UBE2A  4.291692467 4.271295538
732 C8B  0 0
7320 UBE2B  3.45993692 3.69013177
7321 UBE2D1  4.745557399 3.558513842
7322 UBE2D2  5.124436073 4.937709267
7323 UBE2D3  5.358773479 5.681317724
7324 UBE2E1  4.500392112 4.098830376
7325 UBE2E2  3.805791115 2.266284705
7326 UBE2G1  3.361990578 4.215907803
7327 UBE2G2  3.75748413 3.95591818
7328 UBE2H  3.08094168 3.739017569
7329 UBE2I  4.834810683 4.211341365
733 C8G  0 3.524987981
7332 UBE2L3  3.376584087 3.05492667
7334 UBE2N  4.591831341 3.987899615
7335 UBE2V1  6.492221682 4.442245104
7336 UBE2V2  4.303229404 3.915216675
7337 UBE3A  3.910184571 3.970582109
734 OSGIN2  2.789085137 3.290390318
7341 SUMO1  4.112103524 3.547462973
7342 UBP1  3.231307364 3.128525939
7343 UBTF  3.269652578 3.49029903
7345 UCHL1  4.719422678 3.184377437
7347 UCHL3  5.073544359 3.293260109
7348 UPK1B  0.353511395 0
735 C9  0 0
7350 UCP1  0.132214463 0
7351 UCP2  4.274133592 3.854972554
7352 UCP3  0 0.074341092
7353 UFD1  4.324040846 3.660801729
7355 SLC35A2  3.371743209 2.550042351
7356 SCGB1A1  0 0
7357 UGCG 00600+2.4.1.80 2.771552284 4.277740536
7358 UGDH  4.597545035 4.298928719
7358 UGDH 00040+1.1.1.22 4.597545035 4.298928719
7358 UGDH 00053+1.1.1.22 4.597545035 4.298928719
7358 UGDH 00520+1.1.1.22 4.597545035 4.298928719
7360 UGP2  5.054786682 4.190530348
7360 UGP2 00040+2.7.7.9 5.054786682 4.190530348
7360 UGP2 00052+2.7.7.9 5.054786682 4.190530348
7360 UGP2 00500+2.7.7.9 5.054786682 4.190530348
7360 UGP2 00520+2.7.7.9 5.054786682 4.190530348
7363 UGT2B4  0.132214463 0.074341092
7364 UGT2B7  0.24897202 3.877592188
7365 UGT2B10  0.132214463 0
7366 UGT2B15  0 4.175226168
7368 UGT8  2.234288181 3.757201287
7369 UMOD  0 0
7371 UCK2 00240+2.7.1.48 3.959908341 4.016111914
7371 UCK2 00983+2.7.1.48 3.959908341 4.016111914
7372 UMPS  3.951790853 2.836280687
7372 UMPS 00240+2.4.2.10 3.951790853 2.836280687
7372 UMPS 00240+4.1.1.23 3.951790853 2.836280687
7372 UMPS 00983+2.4.2.10 3.951790853 2.836280687
7373 COL14A1  0 3.511256459
7374 UNG  4.303229404 2.955592406
7375 USP4  2.451132707 2.947526471
7376 NR1H2  2.744662795 4.084644968
7378 UPP1  2.293064263 2.951567571
7378 UPP1 00230+2.4.2.1 2.293064263 2.951567571
7378 UPP1 00240+2.4.2.1 2.293064263 2.951567571
7378 UPP1 00240+2.4.2.3 2.293064263 2.951567571
7378 UPP1 00760+2.4.2.1 2.293064263 2.951567571
7378 UPP1 00983+2.4.2.3 2.293064263 2.951567571
7379 UPK2  1.683049873 0
738 VPS51  4.229867405 4.316592292
7380 UPK3A  0.24897202 0.963425172
7381 UQCRB  5.294903342 5.482601216
7384 UQCRC1  5.33521248 5.421393893
7385 UQCRC2  5.250679603 5.516984497
7386 UQCRFS1 00190+1.10.2.2 5.131141463 5.111512831
7389 UROD 00860+4.1.1.37 3.167912771 3.03286352
7390 UROS  3.46878362 3.388841787
7390 UROS 00860+4.2.1.75 3.46878362 3.388841787
7391 USF1  2.780357135 3.434656255
7392 USF2  3.352141895 3.999280224
7398 USP1  3.247921389 2.799402962
7399 USH2A  0 0
740 MRPL49  4.16176678 3.630585376
7401 CLRN1  0 0.431924683
7402 UTRN  4.23192259 3.814964398
7403 KDM6A  2.361986271 3.429668187
7404 UTY  0 2.751306992
7405 UVRAG  3.112878078 2.963593803
7407 VARS  3.857858381 3.138611492
7407 VARS 00970+6.1.1.9 3.857858381 3.138611492
7408 VASP  3.901651477 5.090360036
7409 VAV1  0 1.91516546
741 ZNHIT2  1.873764832 1.832236244
7410 VAV2  2.926871568 3.854972554
7411 VBP1  4.289756638 3.584548069
7412 VCAM1  0 3.17796629
7414 VCL  4.699041741 4.663031983
7415 VCP  5.074428865 4.679645368
7416 VDAC1  5.998956748 5.551423816
7417 VDAC2  4.463621764 4.082044043
7419 VDAC3  4.281975625 4.347021908
7421 VDR  2.155599698 4.386205821
7422 VEGFA  4.004702824 4.523338253
7423 VEGFB  2.678957404 3.578102778
7424 VEGFC  0 1.498022909
7425 VGF  1.18223294 0.269031705
7428 VHL  3.507652898 3.367786034
7429 VIL1  4.578854903 5.515743401
7430 EZR  5.126955866 5.855230801
7431 VIM  2.978515178 5.621694942
7432 VIP  0 3.896581371
7433 VIPR1  0.991857044 4.314530346
7434 VIPR2  0 1.444873278
7436 VLDLR  2.451132707 1.349486137
7439 BEST1  0.353511395 0.870931311
744 MPPED2  0 0.963425172
7441 VPREB1  0 0
7443 VRK1  3.414489938 2.156430551
7444 VRK2  3.347180939 3.114918329
7447 VSNL1  0.353511395 0.143535956
7448 VTN  1.042955075 0.208251188
745 MYRF  4.086315273 3.434656255
7450 VWF  0 3.346277383
7453 WARS  3.824478912 4.212484931
7453 WARS 00970+6.1.1.2 3.824478912 4.212484931
7454 WAS  0 3.184377437
7456 WIPF1  1.542267634 4.068936969
7458 EIF4H  4.445546245 3.927450034
746 TMEM258  4.578854903 3.966205464
7461 CLIP2  1.479892557 2.685110826
7462 LAT2  0 1.926470418
7464 CORO2A  2.203551749 3.439619565
7465 WEE1  3.898790854 2.669191799
7465 WEE1 04660+2.7.10.2 3.898790854 2.669191799
7466 WFS1  3.225707445 3.338090854
7468 NSD2  2.587592383 2.082293519
7468 NSD2 00310+2.1.1.43 2.587592383 2.082293519
7469 NELFA  3.577189382 3.141950865
747 DAGLA  1.57205436 0.870931311
7471 WNT1  0.132214463 0.326328672
7472 WNT2  0 0.208251188
7473 WNT3  0 0
7474 WNT5A  1.57205436 1.244031549
7475 WNT6  1.629091327 0.431924683
7476 WNT7A  0.132214463 0
7477 WNT7B  0.132214463 0
7480 WNT10B  0.353511395 0.269031705
7481 WNT11  2.79773762 1.807221716
7482 WNT2B  0 2.156430551
7483 WNT9A  0.24897202 1.794475823
7484 WNT9B  0.132214463 1.580772539
7485 WRB  3.477552741 3.672637174
7486 WRN  2.839911458 2.614220134
7490 WT1  1.224658046 0.269031705
7494 XBP1  5.246966473 5.455602945
7498 XDH 00230+1.17.1.4 0 4.998888528
7499 XG  0 0
7504 XK  0.24897202 3.370442376
7507 XPA  3.446518372 3.79953881
7508 XPC  3.013835948 3.888712986
751071 CSKMT  1.916257086 1.12613091
7511 XPNPEP1  4.042626902 4.407119972
7512 XPNPEP2  0.24897202 6.082832375
7514 XPO1  4.324040846 3.603638378
7515 XRCC1  3.371743209 2.84079623
7516 XRCC2  2.806315879 1.048083542
7517 XRCC3  1.916257086 0.694777878
7518 XRCC4  2.608629297 2.343270818
752 FMNL1  0.353511395 2.64756439
7520 XRCC5  6.174469756 5.240910161
7525 YES1 04660+2.7.10.2 4.287817053 4.084644968
7528 YY1  4.059844345 4.203299575
7529 YWHAB  5.720013711 5.129490158
753 LDLRAD4  0 1.462905526
7531 YWHAE  6.347276391 5.65546656
7532 YWHAG  4.435547403 4.318649995
7533 YWHAH  3.915833115 4.068936969
7534 YWHAZ  5.575097831 6.10838806
7535 ZAP70  0.24897202 2.043056532
7535 ZAP70 04660+2.7.10.2 0.24897202 2.043056532
7536 SF1  4.650256369 4.965542538
7538 ZFP36  4.137243425 6.949935701
7539 ZFP37  0 0.933534465
754 PTTG1IP  5.621177485 5.549324523
7541 ZBTB14  1.57205436 1.781565372
7542 ZFPL1  3.167912771 3.327070174
7543 ZFX  2.33498478 2.889166297
7544 ZFY  0 1.642370539
7545 ZIC1  0 0.208251188
7546 ZIC2  0 0
7547 ZIC3  0 0
7549 ZNF2  1.378366645 1.174971477
755 CFAP410  2.052192052 2.365256538
7551 ZNF3  2.753706535 3.203367891
7552 ZNF711  2.264107988 1.266030907
7553 ZNF7  1.873764832 2.393838546
7554 ZNF8  1.806436331 1.794475823
7555 CNBP  5.212142813 5.203436341
7556 ZNF10  1.09156854 0.61459938
7559 ZNF12  2.388277809 3.228140204
7561 ZNF14  1.782947003 1.781565372
7562 ZNF708  1.996180607 2.746367678
7564 ZNF16  0.881090702 1.819807194
7565 ZNF17  1.511566348 1.564761363
7566 ZNF18  0.132214463 1.407802965
7567 ZNF19  0 0.933534465
7568 ZNF20  1.479892557 1.98115412
7569 ZNF182  1.304462734 1.407802965
757 TMEM50B  3.106571872 3.789121284
7570 ZNF22  3.6495814 2.591356469
7571 ZNF23  1.60097944 1.198525417
7572 ZNF24  2.762669218 3.640759279
7576 ZNF28  1.042955075 0.61459938
7579 ZSCAN20  0.132214463 1.580772539
758 MPPED1  0 0.143535956
7580 ZNF32  2.105231923 1.794475823
7581 ZNF33A  2.688612366 3.171513774
7582 ZNF33B  2.678957404 2.893449735
7584 ZNF35  2.426462782 2.191534898
7586 ZKSCAN1  2.510269421 3.711106585
7587 ZNF37A  2.171840548 2.393838546
7589 ZSCAN21  1.656434496 1.728189277
759 CA1  0 0.143535956
759 CA1 00910+4.2.1.1 0 0.143535956
7592 ZNF41  1.137927892 2.241983689
7593 MZF1  1.18223294 2.506947545
7594 ZNF43  0 2.608553038
7596 ZNF45  1.829386548 1.970453991
7597 ZBTB25  1.976790566 2.642083654
760 CA2  1.378366645 3.775060253
760 CA2 00910+4.2.1.1 1.378366645 3.775060253
761 CA3  0 0
761 CA3 00910+4.2.1.1 0 0
7617 ZNF66  1.542267634 1.407802965
762 CA4  0 1.150849339
762 CA4 00910+4.2.1.1 0 1.150849339
7620 ZNF69  1.224658046 1.287556692
7621 ZNF70  1.683049873 1.627323091
7625 ZNF74  1.413366475 0.963425172
7626 ZNF75D  1.511566348 1.926470418
7627 ZNF75A  2.033867958 2.939394947
7629 ZNF76  1.447182629 2.386769266
7633 ZNF79  1.629091327 1.832236244
7637 ZNF84  1.936844754 1.868622547
7638 ZNF221  1.265356278 1.198525417
7639 ZNF85  0 1.349486137
7643 ZNF90  0.614168056 0.902722703
7644 ZNF91  2.463243134 4.132819095
765 CA6 00910+4.2.1.1 0 0
7652 ZNF99  0 0.143535956
766 CA7  0.24897202 3.002667728
766 CA7 00910+4.2.1.1 0.24897202 3.002667728
767 CA8 00910+4.2.1.1 0.132214463 1.407802965
7675 ZNF121  3.561257517 3.209618738
767558 LUZP6  0.687869026 0.732578551
7678 ZNF124  0 0
768 CA9 00910+4.2.1.1 0 2.726362781
7681 MKRN3  1.758892628 0.269031705
768206 PRCD  0 0.143535956
768211 RELL1  2.911612772 3.258266801
768239 PSAPL1  2.949331892 0
7690 ZNF131  2.73553652 2.428454209
7691 ZNF132  0 0.838095947
7692 ZNF133  2.105231923 1.948704004
7693 ZNF134  1.342097258 2.602853643
7694 ZNF135  0 0.902722703
7695 ZNF136  1.304462734 2.428454209
7697 ZNF138  2.903895165 2.474987306
7699 ZNF140  1.976790566 2.120048916
770 CA11  1.734245349 1.174971477
7700 ZNF141  2.831617782 3.040272122
7701 ZNF142  2.698175001 2.567957802
7702 ZNF143  2.823254745 2.910402332
7703 PCGF2  3.381401645 2.481461593
7704 ZBTB16  1.782947003 4.110288789
7705 ZNF146  3.545067714 3.492649441
7706 TRIM25  3.836746201 3.993606109
7707 ZNF148  0.991857044 1.548489651
7709 ZBTB17  2.105231923 2.658436562
771 CA12 00910+4.2.1.1 0.448149231 0.655491988
7710 ZNF154  0 1.444873278
7711 ZNF155  1.57205436 1.91516546
7712 ZNF157  0 0.074341092
7716 VEZF1  3.290921549 3.896581371
7718 ZNF165  1.378366645 0.769002227
7726 TRIM26  2.629232762 3.401779994
7727 ZNF174  2.669208313 2.174136756
7728 ZNF175  0.132214463 2.02284519
773 CACNA1A  0 0.143535956
7732 RNF112  0 0.732578551
7733 ZNF180  2.33498478 2.35065323
7737 RNF113A  2.762669218 2.808750672
7738 ZNF184  1.378366645 1.807221716
7739 ZNF185  0 0.143535956
774 CACNA1B  0 0.143535956
7741 ZSCAN26  0.353511395 0.480815757
7743 ZNF189  1.734245349 2.731401649
7745 ZKSCAN8  2.203551749 2.705949504
7746 ZSCAN9  1.829386548 2.328340455
7748 ZNF195  3.395716609 2.943468974
775 CACNA1C  0 2.562021576
7750 ZMYM2  3.100225646 3.043955942
7752 ZNF200  2.203551749 1.856640286
7753 ZNF202  2.187821843 1.480618363
7755 ZNF205  1.708975197 2.282163385
7756 ZNF207  5.15262857 4.664487632
7757 ZNF208  0 1.020652778
776 CACNA1D  1.137927892 1.781565372
7760 ZNF213  0.820738686 1.868622547
7761 ZNF214  0.534599975 0.769002227
7762 ZNF215  0 1.221537312
7763 ZFAND5  3.179742015 4.766062132
7764 ZNF217  1.511566348 1.407802965
7766 ZNF223  1.829386548 1.970453991
7767 ZNF224  1.479892557 2.379649655
7768 ZNF225  1.042955075 1.612045753
777 CACNA1E  0.132214463 0.143535956
7770 ZNF227  2.105231923 2.043056532
7771 ZNF112  0 0.074341092
7772 ZNF229  0 1.150849339
7773 ZNF230  1.683049873 1.596531393
7775 ZNF232  1.57205436 1.671802733
7776 ZNF236  0.353511395 1.308628866
7779 SLC30A1  2.629232762 4.042195896
778 CACNA1F  0 0
7780 SLC30A2  0.353511395 0.61459938
7781 SLC30A3  0.353511395 0
7782 SLC30A4  0 3.684334178
7783 ZP2  0 0
7784 ZP3  1.09156854 0.963425172
7786 MAP3K12  0.687869026 1.100785961
7789 ZXDA  0 0.074341092
779 CACNA1S  0 0
7791 ZYX  4.887334887 5.137679625
7798 LUZP1  2.688612366 4.532509128
7799 PRDM2  3.034444685 4.027177681
7799 PRDM2 00310+2.1.1.43 3.034444685 4.027177681
780 DDR1  3.332148674 4.076821811
7802 DNALI1  0 1.832236244
7803 PTP4A1  4.989591211 4.836457575
7804 LRP8  1.413366475 0.655491988
7805 LAPTM5  0.24897202 5.051119516
780776 TVP23A  0 0.431924683
7809 BSND  0 0
781 CACNA2D1  0 2.741403847
7812 CSDE1  5.35410548 6.063452122
7813 EVI5  2.629232762 3.228140204
7818 DAP3  4.471731129 3.776828732
782 CACNB1  0.687869026 0.902722703
7827 NPHS2  0 0
783 CACNB2  0.132214463 2.290009165
7832 BTG2  4.38927256 5.578321
7837 PXDN  0 2.880543982
7837 PXDN 00940+1.11.1.7 0 2.880543982
784 CACNB3  1.829386548 2.02284519
7840 ALMS1  1.511566348 2.716208229
7841 MOGS  3.442005209 3.912134807
7841 MOGS 00510+3.2.1.106 3.442005209 3.912134807
7844 RNF103  2.361986271 4.084644968
7846 TUBA1A  2.823254745 5.252691934
7849 PAX8  1.734245349 1.768486059
785 CACNB4  0.353511395 0.380519845
7850 IL1R2  2.598166158 1.462905526
7851 MALL  1.806436331 6.551032262
7852 CXCR4  0.687869026 4.228359041
7855 FZD5  3.400443085 4.364844909
7857 SCG2  0 3.674596201
786 CACNG1  0 0
7862 BRPF1  2.249309233 2.35798154
7866 IFRD2  3.337184579 2.884864433
7867 MAPKAPK3  3.573230148 3.632628454
7867 MAPKAPK3 04150+2.7.11.1 3.573230148 3.632628454
7867 MAPKAPK3 04151+2.7.11.1 3.573230148 3.632628454
7867 MAPKAPK3 04714+2.7.11.1 3.573230148 3.632628454
7867 MAPKAPK3 04926+2.7.11.1 3.573230148 3.632628454
7867 MAPKAPK3 05165+2.7.11.1 3.573230148 3.632628454
7869 SEMA3B  2.880378407 4.406178758
7871 SLMAP  3.581133001 4.652782674
7873 MANF  3.760778218 3.298975101
7874 USP7  3.851871674 4.146341823
7879 RAB7A  5.361431157 5.280178693
788 SLC25A20  2.105231923 3.921352061
7881 KCNAB1  0 1.329266151
7884 SLBP  4.804006529 3.327070174
78986 DUSP26 04658+3.1.3.16 0.132214463 0.732578551
78986 DUSP26 04660+3.1.3.16 0.132214463 0.732578551
78987 CRELD1  2.463243134 3.193917743
78988 MRPL57  5.100606669 4.217046162
78989 COLEC11  0 1.329266151
78990 OTUB2  0.614168056 0.326328672
78991 PCYOX1L  2.052192052 1.948704004
78992 YIPF2  2.985679842 3.174745236
78994 PRR14  2.587592383 2.939394947
78995 C17orf53  2.348576658 0.902722703
78996 CYREN  3.296168853 2.721298394
78997 GDAP1L1  0 0.431924683
78999 LRFN4  1.708975197 0.431924683
790 CAD  3.710189918 2.266284705
790 CAD 00240+2.1.3.2 3.710189918 2.266284705
790 CAD 00240+3.5.2.3 3.710189918 2.266284705
790 CAD 00240+6.3.5.5 3.710189918 2.266284705
790 CAD 00250+2.1.3.2 3.710189918 2.266284705
790 CAD 00250+6.3.5.5 3.710189918 2.266284705
79000 AUNIP  2.498718545 0.902722703
79001 VKORC1  4.16396664 4.130340649
79002 TRIR  4.870131539 5.25188384
79003 MIS12  2.375218443 2.46847083
79004 CUEDC2  2.521688396 2.343270818
79006 METRN  1.782947003 1.462905526
79007 DBNDD1  3.423746072 0.480815757
79009 DDX50  4.404936645 3.258266801
79012 CAMKV  2.388277809 0.208251188
79016 DDA1  4.119022778 3.84346793
79017 GGCT  4.215361618 3.335347049
79017 GGCT 00480+4.3.2.9 4.215361618 3.335347049
79018 GID4  2.532978449 2.258249804
79019 CENPM  3.258846013 1.844512708
79020 C7orf25  0.881090702 1.844512708
79022 TMEM106C  4.706733352 4.23620259
79023 NUP37  3.727338615 2.386769266
79025 FNDC11  0 0.074341092
79026 AHNAK  4.68086118 5.826522569
79027 ZNF655  2.872414964 3.825117496
79029 SPATA5L1  2.598166158 2.200121759
7903 ST8SIA4  0 2.971531685
79031 PDCL3  2.903895165 2.794696134
79033 ERI3  3.034444685 2.556049901
79034 C7orf26  2.249309233 2.543998492
79035 NABP2  3.451011258 3.401779994
79036 KXD1  4.762608641 4.238432351
79037 PVRIG  0 0.143535956
79038 ZFYVE21  3.696256027 3.111487297
79039 DDX54  3.793135701 3.424655114
79041 TMEM38A  0.881090702 0.870931311
79042 TSEN34  3.027622188 2.02284519
79047 KCTD15  1.265356278 0.269031705
79048 SECISBP2  2.629232762 3.840156436
7905 REEP5  5.154262458 4.726524874
79050 NOC4L  2.806315879 2.494285759
79053 ALG8  5.235743636 2.901961957
79054 TRPM8  0 0
79056 PRRG4  1.996180607 3.197077726
79058 ASPSCR1  1.996180607 2.386769266
79064 TMEM223  3.455484047 2.705949504
79065 ATG9A  3.361990578 3.94403022
79066 METTL16  3.161945257 2.845291474
79068 FTO  3.511879903 3.388841787
79070 KDELC1  2.956707944 1.221537312
79071 ELOVL6  2.73553652 3.197077726
79071 ELOVL6 00062+2.3.1.199 2.73553652 3.197077726
79072 FASTKD3  3.027622188 2.602853643
79073 TMEM109  4.246191817 3.811556994
79074 C2orf49  3.316886988 3.13526093
79075 DSCC1  3.352141895 1.048083542
79077 DCTPP1  3.58506113 3.237273863
79077 DCTPP1 00240+3.6.1.12 3.58506113 3.237273863
79080 CCDC86  3.981238247 2.407828926
79081 LBHD1  5.233483875 4.337989853
79083 MLPH  0.132214463 2.813391962
79084 WDR77  2.949331892 2.494285759
79085 SLC25A23  3.957209827 4.477055823
79086 SMIM7  4.229867405 4.014720044
79087 ALG12  3.264263893 3.04762624
79088 ZNF426  1.09156854 1.844512708
79089 TMUB2  2.985679842 3.432165331
79090 TRAPPC6A  1.873764832 1.596531393
79091 METTL22  2.521688396 2.591356469
79092 CARD14  0 0.269031705
79094 CHAC1  2.831617782 1.12613091
79094 CHAC1 00480+4.3.2.7 2.831617782 1.12613091
79095 C9orf16  3.428342207 3.584548069
790955 UQCC3  3.524454758 2.831744662
79096 C11orf49  2.771552284 3.293260109
79097 TRIM48  0 0
79098 C1orf116  1.708975197 3.225077017
79101 TAF1D  5.183224936 3.520431725
79102 RNF26  5.194265409 3.977834217
79109 MAPKAP1  3.750863222 3.891867773
7913 DEK  4.914674091 4.73129829
79132 DHX58  0.24897202 2.053011053
79133 NDUFAF5  2.487032686 2.32079084
79134 TMEM185B  4.125894484 2.901961957
79135 APOO  2.64942028 2.658436562
79137 RETREG2  2.926871568 3.554108138
79139 DERL1  3.887265823 4.411812799
79140 CCDC28B  0.881090702 0.571963007
79142 PHF23  1.758892628 2.313183793
79143 MBOAT7  4.565707861 4.779765824
79144 PPDPF  6.699777736 6.274967823
79145 CHCHD7  3.306581575 3.573782722
79147 FKRP  1.656434496 1.388739411
79148 MMP28  0 3.181177001
79149 ZSCAN5A  1.957017105 2.165322842
7915 ALDH5A1  3.371743209 2.711092022
79152 FA2H  3.247921389 3.483214467
79153 GDPD3  0.132214463 1.612045753
79154 DHRS11  3.061278519 5.776604998
79155 TNIP2  2.618984091 3.733497346
79156 PLEKHF1  0.938006738 1.642370539
79157 MFSD11  3.08094168 3.04762624
79158 GNPTAB  3.04122095 3.114918329
79159 NOL12  0 0
7916 PRRC2A  4.398005103 4.023042355
79161 TMEM243  3.04122095 3.181177001
79165 LENG1  2.521688396 2.818011811
79168 LILRA6  0 0
79169 C1orf35  3.119144764 1.98115412
7917 BAG6  4.367997971 4.543240105
79170 PRR15L  3.696256027 5.847016669
79171 RBM42  4.125894484 3.593077675
79172 CENPO  3.451011258 1.741802763
79173 C19orf57  2.388277809 0.326328672
79174 CRELD2  2.375218443 2.531800073
79175 ZNF343  1.57205436 1.755233408
79176 FBXL15  1.629091327 2.138405177
79177 ZNF576  0.448149231 0.527427501
79178 THTPA  1.629091327 2.827187967
79178 THTPA 00730+3.6.1.28 1.629091327 2.827187967
7918 GPANK1  2.744662795 2.799402962
79180 EFHD2  3.191432962 4.837069773
79183 TTPAL  3.047951606 1.741802763
79184 BRCC3  3.119144764 2.854221791
79187 FSD1  1.09156854 0.870931311
79188 TMEM43  3.027622188 3.332595696
7919 DDX39B  5.714435089 4.974117276
79190 IRX6  0 0
79191 IRX3  3.149902323 0.480815757
79192 IRX1  0 0
7920 ABHD16A  3.301388767 3.290390318
7922 SLC39A7  4.148465011 3.789121284
79228 THOC6  2.698175001 2.258249804
7923 HSD17B8  2.264107988 2.914595954
79230 ZNF557  2.122304618 2.562021576
